estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.258545075848614,0.199167268333547,0.317404674283171,1,auDRI,earth,2,1500,0.246862285135497,1
0.254700440082684,0.196697840277676,0.312703039887691,1,AIPW,earth,2,1500,0.246862285135497,1
0.289651374324954,0.220723045306998,0.345746380524964,2,auDRI,earth,2,1500,0.246862285135497,1
0.288856441806424,0.223580898917434,0.354131984695415,2,AIPW,earth,2,1500,0.246862285135497,1
0.273130237759157,0.225264153955572,0.323408142439416,3,auDRI,earth,2,1500,0.246862285135497,1
0.261487075288022,0.217766747941775,0.305207402634268,3,AIPW,earth,2,1500,0.246862285135497,1
0.26014690568115,0.202791751590906,0.308925382170226,1,auDRI,gam_1,2,1500,0.246862285135497,1
0.264383433141446,0.210617001774774,0.318149864508117,1,AIPW,gam_1,2,1500,0.246862285135497,1
0.273433900444609,0.211610376647547,0.340133211270929,2,auDRI,gam_1,2,1500,0.246862285135497,1
0.288753097873322,0.22755530098064,0.349950894766005,2,AIPW,gam_1,2,1500,0.246862285135497,1
0.27642669891507,0.228926651323908,0.324065791887191,3,auDRI,gam_1,2,1500,0.246862285135497,1
0.27921242103732,0.235781002717505,0.322643839357135,3,AIPW,gam_1,2,1500,0.246862285135497,1
0.260553888777304,0.209573228450554,0.323626713248036,1,auDRI,xgboost,2,1500,0.246862285135497,1
0.272521793111637,0.22180666485036,0.323236921372914,1,AIPW,xgboost,2,1500,0.246862285135497,1
0.26782404242964,0.212811476720703,0.32682339368282,2,auDRI,xgboost,2,1500,0.246862285135497,1
0.295632988269436,0.237842658282411,0.35342331825646,2,AIPW,xgboost,2,1500,0.246862285135497,1
0.291499830192949,0.242848968058209,0.335856958525737,3,auDRI,xgboost,2,1500,0.246862285135497,1
0.290621304484161,0.246915677878764,0.334326931089558,3,AIPW,xgboost,2,1500,0.246862285135497,1
0.277379264851554,0.212446524765461,0.336017039538556,1,auDRI,rf,2,1500,0.246862285135497,1
0.272821689218795,0.214147968217643,0.331495410219948,1,AIPW,rf,2,1500,0.246862285135497,1
0.289082008923155,0.231892870507472,0.349739806516298,2,auDRI,rf,2,1500,0.246862285135497,1
0.295596815712069,0.232615483924177,0.358578147499961,2,AIPW,rf,2,1500,0.246862285135497,1
0.290467770123067,0.246633938776083,0.342363167532447,3,auDRI,rf,2,1500,0.246862285135497,1
0.279238610544571,0.234989115791809,0.323488105297334,3,AIPW,rf,2,1500,0.246862285135497,1
0.266798633642723,0.218315821353279,0.331269353611176,1,auDRI,all,2,1500,0.246862285135497,1
0.265336671012316,0.209894938749285,0.320778403275346,1,AIPW,all,2,1500,0.246862285135497,1
0.283422552489008,0.220516232168194,0.341906053433822,2,auDRI,all,2,1500,0.246862285135497,1
0.286337959816105,0.223832449284926,0.348843470347283,2,AIPW,all,2,1500,0.246862285135497,1
0.273929737426384,0.230951762057667,0.320431341181438,3,auDRI,all,2,1500,0.246862285135497,1
0.272899073075894,0.229473293426421,0.316324852725367,3,AIPW,all,2,1500,0.246862285135497,1
0.238573083552383,0.180519112388938,0.291906580208277,1,auDRI,earth,2,1500,0.245779571177027,2
0.238731270972875,0.1778321889508,0.29963035299495,1,AIPW,earth,2,1500,0.245779571177027,2
0.253004797837056,0.182237158547829,0.307650052833833,2,auDRI,earth,2,1500,0.245779571177027,2
0.254335177773979,0.18722898865528,0.321441366892678,2,AIPW,earth,2,1500,0.245779571177027,2
0.251208602732318,0.202194553535175,0.300160182712373,3,auDRI,earth,2,1500,0.245779571177027,2
0.240277789646468,0.196448031376679,0.284107547916257,3,AIPW,earth,2,1500,0.245779571177027,2
0.238902444034549,0.180101796613274,0.299363399233254,1,auDRI,gam_1,2,1500,0.245779571177027,2
0.24141950764717,0.184245472287916,0.298593543006423,1,AIPW,gam_1,2,1500,0.245779571177027,2
0.239222993252446,0.17346558596659,0.30840505243844,2,auDRI,gam_1,2,1500,0.245779571177027,2
0.25108428868613,0.186758690598861,0.315409886773398,2,AIPW,gam_1,2,1500,0.245779571177027,2
0.244220706835262,0.198094771524382,0.290686847126272,3,auDRI,gam_1,2,1500,0.245779571177027,2
0.251637146700462,0.207945557076355,0.295328736324568,3,AIPW,gam_1,2,1500,0.245779571177027,2
0.239696427148639,0.175574089950978,0.298974972128417,1,auDRI,xgboost,2,1500,0.245779571177027,2
0.246258348285075,0.193650199801491,0.298866496768658,1,AIPW,xgboost,2,1500,0.245779571177027,2
0.246857380776354,0.186398511412815,0.315155957387516,2,auDRI,xgboost,2,1500,0.245779571177027,2
0.264337000961886,0.205769616924117,0.322904384999655,2,AIPW,xgboost,2,1500,0.245779571177027,2
0.256440767718303,0.207168565263227,0.305343647156354,3,auDRI,xgboost,2,1500,0.245779571177027,2
0.263250171281183,0.21963491830121,0.306865424261156,3,AIPW,xgboost,2,1500,0.245779571177027,2
0.257033123522852,0.197699945631798,0.320238425766217,1,auDRI,rf,2,1500,0.245779571177027,2
0.253348882687424,0.196070156484137,0.310627608890711,1,AIPW,rf,2,1500,0.245779571177027,2
0.267202618301717,0.20531390648452,0.331129816913414,2,auDRI,rf,2,1500,0.245779571177027,2
0.271395036444638,0.208817500952737,0.33397257193654,2,AIPW,rf,2,1500,0.245779571177027,2
0.271235165182851,0.220435031516298,0.31620843923244,3,auDRI,rf,2,1500,0.245779571177027,2
0.261572491652167,0.217642022305857,0.305502960998478,3,AIPW,rf,2,1500,0.245779571177027,2
0.23836661239753,0.180371637994319,0.29990837288057,1,auDRI,all,2,1500,0.245779571177027,2
0.242538796683548,0.183437686331384,0.301639907035712,1,AIPW,all,2,1500,0.245779571177027,2
0.234376488125737,0.168544067282146,0.299096775210899,2,auDRI,all,2,1500,0.245779571177027,2
