estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.258310576506454,0.219408223695611,0.29734442038041,1,auDRI,earth,2,3500,0.247005428166484,1
0.257394028940207,0.216869889084927,0.297918168795487,1,AIPW,earth,2,3500,0.247005428166484,1
0.260892899331805,0.216577407682034,0.308012561448004,2,auDRI,earth,2,3500,0.247005428166484,1
0.251624524956215,0.201110989641819,0.302138060270612,2,AIPW,earth,2,3500,0.247005428166484,1
0.260596806395616,0.230709316949268,0.28956711251838,3,auDRI,earth,2,3500,0.247005428166484,1
0.257523445022991,0.229364622590047,0.285682267455935,3,AIPW,earth,2,3500,0.247005428166484,1
0.255722448593052,0.21600279927823,0.294826211570674,1,auDRI,gam_1,2,3500,0.247005428166484,1
0.255299492488394,0.217859945896828,0.29273903907996,1,AIPW,gam_1,2,3500,0.247005428166484,1
0.25798360346082,0.218654533100037,0.296647480821902,2,auDRI,gam_1,2,3500,0.247005428166484,1
0.260130390446919,0.213455881275861,0.306804899617978,2,AIPW,gam_1,2,3500,0.247005428166484,1
0.256443004115839,0.226509750131867,0.284173288092456,3,auDRI,gam_1,2,3500,0.247005428166484,1
0.26463518097615,0.236580484201123,0.292689877751178,3,AIPW,gam_1,2,3500,0.247005428166484,1
0.264546881637371,0.226527321466759,0.298987610499966,1,auDRI,xgboost,2,3500,0.247005428166484,1
0.260387046662631,0.224212444947856,0.296561648377406,1,AIPW,xgboost,2,3500,0.247005428166484,1
0.268887854326175,0.234334613184743,0.307838269214764,2,auDRI,xgboost,2,3500,0.247005428166484,1
0.271251438567242,0.227440567365849,0.315062309768634,2,AIPW,xgboost,2,3500,0.247005428166484,1
0.262818204038854,0.234064535914285,0.29480345779237,3,auDRI,xgboost,2,3500,0.247005428166484,1
0.269191487699884,0.241131513553711,0.297251461846058,3,AIPW,xgboost,2,3500,0.247005428166484,1
0.264844983460059,0.229005558541955,0.299943414863086,1,auDRI,rf,2,3500,0.247005428166484,1
0.261133024246067,0.221711201639573,0.30055484685256,1,AIPW,rf,2,3500,0.247005428166484,1
0.276451927739841,0.240347696697756,0.313937240348063,2,auDRI,rf,2,3500,0.247005428166484,1
0.260440570376797,0.212656217958555,0.30822492279504,2,AIPW,rf,2,3500,0.247005428166484,1
0.263581958711755,0.235450048019791,0.292822907735464,3,auDRI,rf,2,3500,0.247005428166484,1
0.265377586804213,0.237227856244752,0.293527317363673,3,AIPW,rf,2,3500,0.247005428166484,1
0.258690797293377,0.225120522369549,0.293232613679195,1,auDRI,all,2,3500,0.247005428166484,1
0.255854975836345,0.217503653530557,0.294206298142133,1,AIPW,all,2,3500,0.247005428166484,1
0.258351266773034,0.220703365159874,0.297104749973496,2,auDRI,all,2,3500,0.247005428166484,1
0.253988708169668,0.205296934810517,0.30268048152882,2,AIPW,all,2,3500,0.247005428166484,1
0.25816282730053,0.230402477234366,0.289008256060272,3,auDRI,all,2,3500,0.247005428166484,1
0.262081729271593,0.234028869465889,0.290134589077297,3,AIPW,all,2,3500,0.247005428166484,1
0.268470094893787,0.232700023782284,0.306126366861411,1,auDRI,earth,2,3500,0.245849447038285,2
0.27254643858344,0.234965627600729,0.310127249566151,1,AIPW,earth,2,3500,0.245849447038285,2
0.264250694789122,0.224845934250718,0.304626338439688,2,auDRI,earth,2,3500,0.245849447038285,2
0.275705623512004,0.228656521043556,0.322754725980453,2,AIPW,earth,2,3500,0.245849447038285,2
0.278594921221916,0.249038759999249,0.308370015020156,3,auDRI,earth,2,3500,0.245849447038285,2
0.275646826619421,0.247411242365916,0.303882410872925,3,AIPW,earth,2,3500,0.245849447038285,2
0.268068030776515,0.23267159951428,0.303498270121229,1,auDRI,gam_1,2,3500,0.245849447038285,2
0.272119753257314,0.236379715445719,0.30785979106891,1,AIPW,gam_1,2,3500,0.245849447038285,2
0.261572489020083,0.22352578166939,0.303693572025672,2,auDRI,gam_1,2,3500,0.245849447038285,2
0.281083568697445,0.236368197242677,0.325798940152212,2,AIPW,gam_1,2,3500,0.245849447038285,2
0.272686281226468,0.2403948838237,0.303119306298991,3,auDRI,gam_1,2,3500,0.245849447038285,2
0.27838757260618,0.250284701044554,0.306490444167806,3,AIPW,gam_1,2,3500,0.245849447038285,2
0.268812426445122,0.230257966904808,0.308316664585608,1,auDRI,xgboost,2,3500,0.245849447038285,2
0.272727121285835,0.237938602484517,0.307515640087154,1,AIPW,xgboost,2,3500,0.245849447038285,2
0.279301926971551,0.238587390903482,0.322806275027793,2,auDRI,xgboost,2,3500,0.245849447038285,2
