estimate,CI_left,CI_right,misp,estimator,lrnr,n,ATE,iter
-16509.0752588779,-18460.1003651303,-12887.1362476162,1,auDRI,all,2675,-13856.3724964037,0
-14297.6193313746,-15104.3259915822,-13490.912671167,1,AIPW,all,2675,-13856.3724964037,0
-16901.5651077544,-18303.7889069199,-13487.3832957241,2,auDRI,all,2675,-13856.3724964037,0
-14030.8896341409,-14788.4557965223,-13273.3234717595,2,AIPW,all,2675,-13856.3724964037,0
-13753.5487696891,-15261.0969254003,-10868.2035997276,3,auDRI,all,2675,-13856.3724964037,0
-13781.7298863117,-15350.9824648476,-12212.4773077759,3,AIPW,all,2675,-13856.3724964037,0
-11705.4582806138,-14725.8601224498,-9229.83051437191,1,auDRI,all,2675,-13811.5668200566,1
-12838.0697399352,-13638.356393608,-12037.7830862624,1,AIPW,all,2675,-13811.5668200566,1
-11756.5834831329,-14917.9163196808,-9302.91296267172,2,auDRI,all,2675,-13811.5668200566,1
-14255.7737789311,-15087.3000172457,-13424.2475406166,2,AIPW,all,2675,-13811.5668200566,1
-13498.6740514989,-15372.3061047948,-10526.9821663596,3,auDRI,all,2675,-13811.5668200566,1
-12427.080168417,-13751.0027501669,-11103.157586667,3,AIPW,all,2675,-13811.5668200566,1
-13230.2108680396,-15036.2348336066,-11486.1486367828,1,auDRI,all,2675,-13880.0255819769,2
-13809.1190080866,-14508.7920408528,-13109.4459753205,1,AIPW,all,2675,-13880.0255819769,2
-13045.3225695854,-14865.5821978863,-11141.0991640062,2,auDRI,all,2675,-13880.0255819769,2
-13979.5272150807,-14709.4937501195,-13249.5606800419,2,AIPW,all,2675,-13880.0255819769,2
-13591.2864869034,-14830.8730652918,-12379.1845103646,3,auDRI,all,2675,-13880.0255819769,2
-13675.6560772963,-14790.3294813399,-12560.9826732528,3,AIPW,all,2675,-13880.0255819769,2
-15081.4959627417,-16853.978123302,-12434.8674159237,1,auDRI,all,2675,-13422.9430216407,3
-14619.263238879,-15361.9348328459,-13876.5916449122,1,AIPW,all,2675,-13422.9430216407,3
-15314.2839511394,-16976.6419614039,-12915.2195720177,2,auDRI,all,2675,-13422.9430216407,3
-13826.3036565619,-14574.6907945014,-13077.9165186225,2,AIPW,all,2675,-13422.9430216407,3
-13939.5748579624,-15309.2211119982,-12368.2460039056,3,auDRI,all,2675,-13422.9430216407,3
-14014.2095064717,-15668.2654556334,-12360.15355731,3,AIPW,all,2675,-13422.9430216407,3
-12926.9373636762,-15057.8906693922,-11408.808545716,1,auDRI,all,2675,-13357.1502992138,4
-14872.1961531499,-15653.5467644805,-14090.8455418193,1,AIPW,all,2675,-13357.1502992138,4
-12744.0853194627,-14353.703388032,-11173.7996287509,2,auDRI,all,2675,-13357.1502992138,4
-12865.9710123245,-13647.2928648154,-12084.6491598337,2,AIPW,all,2675,-13357.1502992138,4
-14265.4153165645,-15691.9537701753,-12880.1696770074,3,auDRI,all,2675,-13357.1502992138,4
-14289.0808746706,-16058.7680339873,-12519.3937153539,3,AIPW,all,2675,-13357.1502992138,4
-14980.110587542,-16743.1153775702,-11095.9449959468,1,auDRI,all,2675,-12922.8244375327,5
-14013.8418431043,-15308.2209438808,-12719.4627423278,1,AIPW,all,2675,-12922.8244375327,5
-14772.9616471828,-16566.2370796582,-10351.116354411,2,auDRI,all,2675,-12922.8244375327,5
-11505.4751775176,-12649.8425839236,-10361.1077711116,2,AIPW,all,2675,-12922.8244375327,5
-12765.846301228,-14373.7182258913,-10788.5944290061,3,auDRI,all,2675,-12922.8244375327,5
-13600.7261225505,-15762.9679440579,-11438.4843010431,3,AIPW,all,2675,-12922.8244375327,5
-11259.1980297354,-14376.2324020038,-9688.21076342529,1,auDRI,all,2675,-13823.1967248003,6
-13749.9465290681,-14694.3016820349,-12805.5913761013,1,AIPW,all,2675,-13823.1967248003,6
-11574.0019315664,-14222.3138203323,-10483.7907916448,2,auDRI,all,2675,-13823.1967248003,6
-13524.2721464786,-14462.4035454501,-12586.1407475071,2,AIPW,all,2675,-13823.1967248003,6
-13984.2809871584,-15389.1112199246,-12497.5469127599,3,auDRI,all,2675,-13823.1967248003,6
-13413.5154270903,-15117.1204808761,-11709.9103733045,3,AIPW,all,2675,-13823.1967248003,6
-15448.1213080249,-17915.1359403017,-11614.5081824096,1,auDRI,all,2675,-13007.2380565783,7
-14032.9195525813,-15073.7095523437,-12992.129552819,1,AIPW,all,2675,-13007.2380565783,7
-15489.9065057765,-17631.6452099963,-11830.1343892818,2,auDRI,all,2675,-13007.2380565783,7
-12510.6785604446,-13536.6467882517,-11484.7103326374,2,AIPW,all,2675,-13007.2380565783,7
-12930.3925632629,-14435.7751412444,-11285.1412564755,3,auDRI,all,2675,-13007.2380565783,7
-13781.4112040898,-15816.765359178,-11746.0570490016,3,AIPW,all,2675,-13007.2380565783,7
-12734.782198166,-14425.0419798707,-10711.6385754472,1,auDRI,all,2675,-13258.6062172916,8
-13101.65768042,-13924.3888589767,-12278.9265018633,1,AIPW,all,2675,-13258.6062172916,8
-13004.6644435793,-14670.5634996816,-11169.0925249287,2,auDRI,all,2675,-13258.6062172916,8
-13223.2928360356,-14064.9052432296,-12381.6804288416,2,AIPW,all,2675,-13258.6062172916,8
-12879.3439748823,-14518.6550323848,-10966.7523670998,3,auDRI,all,2675,-13258.6062172916,8
-12555.9010345121,-14094.3199550223,-11017.482114002,3,AIPW,all,2675,-13258.6062172916,8
-14082.8958801394,-15237.7301597041,-12749.3291238035,1,auDRI,all,2675,-13162.4786195873,9
-14979.8445458243,-15701.412682608,-14258.2764090406,1,AIPW,all,2675,-13162.4786195873,9
-13863.3046733661,-15145.1395900906,-12506.3087934511,2,auDRI,all,2675,-13162.4786195873,9
-14001.9868237583,-14736.0764659995,-13267.897181517,2,AIPW,all,2675,-13162.4786195873,9
-13987.1129355038,-15201.5749524886,-12515.432594365,3,auDRI,all,2675,-13162.4786195873,9
-14350.7954643146,-15759.1971864979,-12942.3937421312,3,AIPW,all,2675,-13162.4786195873,9
-13467.7829300899,-15433.8279866735,-11212.6040139714,1,auDRI,all,2675,-13273.4765718426,10
-14487.2755751659,-15222.96195196,-13751.5891983718,1,AIPW,all,2675,-13273.4765718426,10
-13642.5517059902,-15607.6329262355,-11434.4412919724,2,auDRI,all,2675,-13273.4765718426,10
-14342.2869603914,-15094.6600127794,-13589.9139080034,2,AIPW,all,2675,-13273.4765718426,10
-14324.2519126601,-15464.5072833229,-13212.5676404829,3,auDRI,all,2675,-13273.4765718426,10
-14271.5457869679,-15442.8428494746,-13100.2487244611,3,AIPW,all,2675,-13273.4765718426,10
-12629.4811952093,-14394.7192502447,-10362.7104817596,1,auDRI,all,2675,-12952.8421773589,11
-13093.1014653125,-13853.8914494378,-12332.3114811871,1,AIPW,all,2675,-12952.8421773589,11
-12902.2999137231,-14501.4504685122,-11152.0392742133,2,auDRI,all,2675,-12952.8421773589,11
-12295.4594592439,-13050.4139287023,-11540.5049897855,2,AIPW,all,2675,-12952.8421773589,11
-12174.635693413,-13658.1158338402,-10378.9661189921,3,auDRI,all,2675,-12952.8421773589,11
-12545.6258787968,-14230.3431494631,-10860.9086081306,3,AIPW,all,2675,-12952.8421773589,11
-18151.6236627045,-19238.3817360851,-13530.3259874376,1,auDRI,all,2675,-13182.4948875641,12
-13757.6027826441,-14430.7487748459,-13084.4567904423,1,AIPW,all,2675,-13182.4948875641,12
-18164.1962334674,-19119.8008105987,-13632.4998717254,2,auDRI,all,2675,-13182.4948875641,12
