estimate,CI_left,CI_right,misp,estimator,lrnr,n,ATE,iter
-8293.32218240808,-9645.07694411227,-6791.62220553352,1,auDRI,all,16177,-6977.12774714328,0
-7039.04861066088,-7259.96604135241,-6818.13117996935,1,AIPW,all,16177,-6977.12774714328,0
-8296.5931470859,-9554.78671987584,-6785.26830783973,2,auDRI,all,16177,-6977.12774714328,0
-8839.17874196723,-9058.79664650106,-8619.56083743341,2,AIPW,all,16177,-6977.12774714328,0
-8915.38587375204,-9911.00646497126,-7882.77028823158,3,auDRI,all,16177,-6977.12774714328,0
-6971.33812461757,-7528.79822049098,-6413.87802874417,3,AIPW,all,16177,-6977.12774714328,0
-10066.8179779081,-11686.3384135356,-8896.89028300359,1,auDRI,all,16177,-7082.39371236698,1
-10751.525430902,-10978.8175744827,-10524.2332873213,1,AIPW,all,16177,-7082.39371236698,1
-9954.00060882069,-10857.9288422052,-8974.88216249579,2,auDRI,all,16177,-7082.39371236698,1
-9695.1432145179,-9914.54068757725,-9475.74574145854,2,AIPW,all,16177,-7082.39371236698,1
-9900.86410277663,-11493.6834911284,-8911.24767498487,3,auDRI,all,16177,-7082.39371236698,1
-10738.4260425337,-11237.6493773047,-10239.2027077627,3,AIPW,all,16177,-7082.39371236698,1
-8265.52303907371,-10177.612646317,-6214.46914376969,1,auDRI,all,16177,-7037.54211114338,2
-6923.21717260711,-7177.49193498694,-6668.94241022727,1,AIPW,all,16177,-7037.54211114338,2
-9123.30266495336,-10435.7067948113,-7869.71907604228,2,auDRI,all,16177,-7037.54211114338,2
-9929.19181747381,-10180.2411248507,-9678.14251009688,2,AIPW,all,16177,-7037.54211114338,2
-8800.24859277559,-10546.9058917751,-6843.49486056189,3,auDRI,all,16177,-7037.54211114338,2
-6975.71816865923,-7399.91380823345,-6551.522529085,3,AIPW,all,16177,-7037.54211114338,2
-6908.673329699,-8810.31269375231,-4708.90805887191,1,auDRI,all,16177,-7032.99293430951,3
-7724.61174865915,-7962.50579531965,-7486.71770199864,1,AIPW,all,16177,-7032.99293430951,3
-8155.9946578206,-9962.68276813304,-6241.48251401221,2,auDRI,all,16177,-7032.99293430951,3
-9478.45555695869,-9722.87562772687,-9234.03548619051,2,AIPW,all,16177,-7032.99293430951,3
-8160.59420019363,-9245.26904612147,-7149.35661248622,3,auDRI,all,16177,-7032.99293430951,3
