sample_id,z,y
1503655,0,-1.2896893388834645
1066922,0,-1.0087068601961808
1935440,0,-1.2148524200544484
3399155,1,-0.5149785341312294
1425985,0,-1.1314780940966849
2129100,0,-1.065925843615185
1438495,0,-1.2792854076608473
3054370,0,-1.0287550917749722
1092652,0,-1.2658601074597784
388983,1,-0.548960273829536
925692,1,-0.46948427455537345
2231199,0,-1.2141053455753121
2681222,1,-0.49288518998846875
751008,1,-0.4703506434930051
2704917,0,-1.2314552303388662
1356059,0,-1.1213389717237037
2000580,0,-1.307426953935595
3392132,0,-1.2494587624456333
1856008,1,-0.5759416646614217
3406805,0,-1.1864206696748152
3422026,0,-1.162884683533948
252816,1,-0.572238697094222
3733291,0,-1.282799962221179
1355394,1,-0.6532296747993573
2129915,1,-0.4946057050462377
3247289,1,-0.48991056732402183
1485051,1,-0.5926442199661223
3422709,0,-1.3461587815567524
274568,0,-1.2743312564852194
3205050,0,-1.2198342435313205
2748214,1,-0.4515775675184718
2789114,1,-0.5608027788161372
1403563,1,-0.5976491735094932
2139158,1,-0.5754827270764286
3726469,0,-1.3520165176689343
1874809,0,-1.3184349740735872
2023207,0,-1.2119400289912106
2257177,0,-1.3527995924304759
3264079,0,-1.2662947382850014
1775922,0,-1.112345770604549
1689611,0,-1.2354359256342298
3015523,0,-1.138105360152005
620432,0,-1.0930839624966535
3959483,1,-0.7018023013123365
870532,1,-0.37743111225297316
3795640,1,-0.6150081204380103
3946252,1,-0.6471639084872151
806791,0,-0.8883806218307889
2707835,0,-1.3171929234048652
2546878,1,-0.4861889730012532
1376776,1,-0.5777469827000545
1715609,0,-1.3020737071063453
1974970,1,-0.5139403373962007
1791442,1,-0.6544404378445257
2927026,0,-1.3090789503832474
3271765,1,-0.5719167551570583
3190744,0,-1.2531352753537262
3477374,1,-0.540887717823045
3801121,1,-0.687316193940276
1915543,1,-0.6478000033669161
2797198,0,-1.2717044393447827
2997650,1,-0.5307013893185045
270946,0,-1.335537075967077
1624630,0,-1.2407748377274652
3386255,0,-1.207722217797561
889944,0,-1.2626183850704242
408781,0,-1.266754018392634
1487915,1,-0.4888019624619151
1529904,1,-0.6251506801758988
271068,1,-0.4080762813860973
2747989,0,-1.234702389803574
197209,0,-1.1548771696994855
2583253,0,-1.362991396775067
681857,0,-1.3584710651961986
3687197,1,-0.7347126112134608
1973539,0,-1.3025488547160138
944957,0,-1.292348844521845
3737928,1,-0.4352114839861326
1101193,0,-1.2268659737961067
919236,0,-1.3652548907041564
3800673,0,-1.3181699333592498
280863,0,-1.2747370517297438
2662734,0,-1.245735825426659
3484201,1,-0.4977680609279172
1272497,0,-1.221473148583348
474332,1,-0.7093252820902266
2060876,0,-1.1590930035731333
2262418,0,-1.1065759522346947
1081801,1,-0.5670305024277338
3364468,0,-1.2680505651125122
973963,0,-1.3233463999687034
2737415,1,-0.7021041249664285
1200330,1,-0.533244467224734
3278486,1,-0.6856905208075749
2170790,0,-1.3619144353503354
2527969,0,-1.1225399723382394
918985,0,-1.2209442798858623
2702121,1,-0.5706249656166045
3728678,0,-1.1251327180739183
1441167,0,-1.1589094011883787
1630742,0,-1.4886966736472376
997127,0,-1.2417405672274668
2116760,1,-0.6120483581096601
2468663,0,-1.3077986237417347
1615261,0,-1.2382418514279518
3497229,0,-1.3370693643806946
1898259,1,-0.5199193422311552
1023651,0,-1.3418603604432184
2437898,0,-1.2805482073523549
1409493,1,-0.729309653464634
1690902,1,-0.5444197537443446
2521566,1,-0.5067670896370637
2872304,0,-1.2674222272097426
3448536,0,-1.2823965476820942
3802358,1,-0.5572775270233741
2945598,0,-1.251560027820535
3935574,0,-1.1086341208413562
891601,1,-0.36189415750793735
2194579,0,-1.1841780675338822
2150297,0,-1.1659085079684652
3698128,0,-1.280078998016588
2393867,0,-1.3410673331530008
2740068,0,-1.2728800799977722
3243965,1,-0.46950628556253016
2945033,0,-1.2195733353618137
1889613,1,-0.5734146539740225
3452100,1,-0.5329925310361584
2634560,0,-1.2142090358206312
3172200,0,-1.2471514360447877
1700044,1,-0.656686944846269
911672,1,-0.6560849733104019
2933461,1,-0.520277854822858
870008,0,-1.1319753824356324
1295807,1,-0.6415718047616226
3309676,1,-0.48943533981915666
3914741,0,-1.2635537209429013
3271661,0,-1.2818658903510292
703348,1,-0.5315296252928692
593404,1,-0.4476821326892464
840016,1,-0.5404699639490208
628336,1,-0.5719298521384129
3446422,0,-1.2213642604283583
1115792,1,-0.6123288858795045
961170,1,-0.49897717925957974
2898740,1,-0.7900134618276263
714798,0,-1.3121131710500546
1553780,0,-1.2406855353320645
1620911,0,-1.2552200437709844
1455714,1,-0.46370880644135537
2690626,0,-1.277148914098364
303994,1,-0.569493821977275
2398899,0,-1.2782398221438729
2748477,1,-0.6472446856568961
499427,0,-1.2177289815895922
2062957,1,-0.5890021142054149
1910037,1,-0.6049175254163847
985410,0,-1.2560162341836765
3471846,0,-1.2045680186449208
2137392,1,-0.5928254055836614
