sample_id,z,y
3680497,1,2.3475440214816845
3143175,0,2.5036668863819735
289686,0,2.839877315824095
427938,1,2.721003543804733
3204575,1,2.5048142033941243
1726094,1,2.3620159556015152
1687440,1,2.381307191948241
341813,0,2.2108538602825503
916445,0,2.544101294557275
1392033,0,2.64995932412912
1564210,0,2.3833167265154844
263998,0,2.2420619134752435
3851854,1,2.5492523054110974
2443862,1,2.4533579504312826
837103,0,2.9541369259003023
2449490,1,2.8091005037223695
1360307,0,2.661881724629159
1692642,1,2.141508609800663
3052524,1,2.5591712377378464
1193463,0,2.7128023594499786
3210696,1,2.10139390372073
1051816,0,1.9432194495900925
1096748,0,2.456998621632672
909470,0,2.653355643971199
3687164,0,2.7577904554882644
2987781,1,2.223233805856193
3489157,0,2.7719588616703836
2219197,1,2.646866365921467
2600735,0,2.3005413391744405
3457968,0,2.3857025814364996
924653,1,2.5668482929184657
3918957,1,2.327821038174765
1630566,0,2.8410534682329347
3304404,0,2.579475618799247
1545739,1,2.556819821388005
3809159,1,2.8080530635154712
972355,0,2.340666853852726
459703,0,2.5068582496132032
1108341,0,2.5278613327042554
2173809,1,2.98901581660194
2997074,0,2.311003455008993
3392465,1,2.608791265021636
3880839,0,2.157972449874989
2486007,0,2.4761023392351613
802354,0,2.702380910430713
1352833,1,2.8190389094825066
2023901,1,2.4485185448639877
2404646,1,2.3648449669778593
1676570,0,2.647140532622583
3117916,0,2.478574617705986
3269726,1,2.634811226482296
1405027,0,2.5441654482894713
3938161,0,2.5322170358516325
1737925,0,2.146167861538821
2697038,0,2.3962274686166856
2413945,0,2.1279444331335577
1877640,1,2.7276598848157105
245869,0,3.248339847540126
2653853,0,2.4613444995036344
996701,0,2.2749550202367135
2709940,1,2.426409948629436
3377836,1,2.9233294420281863
3232247,1,2.5778900708874284
1067308,1,2.4142347811108227
914812,0,2.361508274436468
2823032,1,2.2965607882470223
3087345,1,2.5336302789074794
2185567,0,2.1725698242596003
2252456,0,2.36692519924867
2724238,0,2.7311169091034913
375690,1,2.782001212484729
2170650,0,2.2955931047804192
2693842,1,2.498829830386275
1318865,1,2.186544630429435
2874929,0,2.5897755846588564
2172794,0,2.896460283621266
2795085,0,2.890255993466928
2661388,1,2.7837194265161536
1039258,0,2.3012169138885903
3185797,1,3.0142155490765816
555372,0,2.399784852013174
3355038,1,2.6220604144696114
357633,0,2.639079614077665
2644538,0,2.4760322185201153
3787495,0,2.591808406404608
2430395,0,2.553513626335245
3855910,1,2.367168126787377
208140,0,2.5203046866310896
3845315,0,2.4556825409329397
1410082,1,2.6892900138119993
1625379,0,2.2558085836455497
2767071,1,2.9071880432946378
