sample_id,z,y
851645,0,14.515057280004573
498235,0,14.060656436589014
1955911,1,14.482728636276633
1674219,0,14.750944092654663
751312,0,14.06957132131361
3009196,0,14.016704608887599
3916213,0,14.021719791025085
1693391,0,15.037723962488633
469911,0,14.38281549928427
1808690,0,14.09564140321869
2823262,0,14.159238497887442
3063013,0,14.27265138043303
2590036,0,14.082009991991372
2732774,1,13.7339572275048
2977425,0,14.609667574762279
1718241,0,14.8583083500288
1484229,0,14.572484460393081
1303937,1,14.271886034583817
2109136,1,13.61316347136038
1966034,0,15.195038552596081
263121,0,13.919837431266698
1713538,0,15.398722071397822
1512850,0,14.160088739813336
814096,0,15.073905370410667
1508726,0,13.91741802856552
3075859,0,14.344446599172167
1044000,1,14.107458801153475
1745255,0,13.9995246968442
751622,0,14.566242308660724
1364927,0,14.622607086351245
334989,0,14.203303669938192
316028,0,13.913118657682869
2196442,0,14.560145383788875
3871038,0,13.905854831165007
1077074,0,15.41956993541982
3065252,0,14.94369736390319
3477730,0,14.406115974278997
3698506,0,14.267802397451254
3846330,0,14.900910840299867
3677304,0,14.460269550408995
528649,0,14.438981390289102
3077624,0,14.536573966705644
1963556,0,14.116889501328162
2864273,0,14.889272437522633
1497922,0,14.61229715624633
3238185,0,14.313771351699648
1608233,0,14.172235881335837
702911,1,13.945047750538162
3723491,0,14.369392866833419
337217,0,14.45865811948263
3173320,0,14.7809712537231
1300955,1,13.714730912661112
1918839,1,13.803753396574301
1564615,0,14.418463472183467
274835,0,14.017273908488704
2503011,0,14.64268011361051
460220,0,13.823847264812148
2899774,0,14.808769172679591
2034233,0,14.983830780675154
2790694,0,14.077866469977748
2564681,0,14.426817314383323
2567873,1,13.906395177593685
3410308,1,13.954745515867119
717999,0,14.488423690123135
2773759,0,14.909343345873443
715960,0,14.706339378010746
2748154,1,14.354055555678482
3494472,0,14.731577196941325
3267465,0,14.229849775210846
3106070,0,14.372187854879275
3955860,0,14.532425043448535
3493937,1,14.135805505237785
1405405,0,14.291549162422914
2705792,0,14.63632830850773
3954312,0,14.320989946768254
1433506,1,13.458376582959671
1336086,1,14.095391064300943
2268456,0,14.203825799707547
754934,0,14.262087807519976
2573484,0,14.130792973557798
2568536,1,13.606466909590456
3721351,0,14.44391890138804
2139511,0,14.904930704967745
3361890,0,14.200188475914823
1583614,0,14.373375575456054
2720328,0,14.67528361089676
2600737,0,13.442528304421732
2845990,0,14.398197049645118
1438410,0,14.306756212426157
3000289,0,13.686392797764674
3041996,0,14.467418108585457
2981019,0,13.933825566107318
2490941,0,14.37565019820605
437422,0,14.272350128967542
2613958,1,13.747270456934245
345820,0,14.511876555249074
755909,0,13.960010824337948
2830619,0,14.634714006645044
1545170,0,14.331960637624533
1482773,0,14.746181226620553
1540127,1,14.260182414021912
3230278,0,14.484108380275917
1949717,0,14.82780185645783
3364059,1,14.099356143301115
3710015,0,13.823028076267734
1473248,0,14.719924226062078
3933705,1,13.667885100104606
1364595,1,13.461655944735458
3303108,0,13.885912948323687
351144,0,14.074847783081141
372101,1,13.364455104517447
2457061,0,13.60372769962152
2629303,0,13.99088206409625
1045963,0,14.595615666930199
3318359,0,14.052971181595884
263998,0,14.286817991638836
3258316,0,14.011564270164502
595602,1,13.708870091011587
2698500,0,14.211833017002757
2038484,0,14.033879782746382
2709469,1,13.976369082449477
2492377,1,13.991243686906193
2597100,0,14.44534432424729
3460800,0,13.872286108997853
