sample_id,z,y
1514800,0,2.3982568130673894
1193316,0,2.1487810357200057
2823849,1,2.0083529287948343
2763325,1,2.0112108836039964
2476962,1,1.9793700831582546
223944,1,1.7120251545310823
2483682,0,2.5248538251513684
2283399,1,2.1588252043593
1907736,0,2.3337149526151797
3783055,1,1.6075827526879092
920981,1,2.0913628261415114
3875194,0,1.9671350188686092
2207998,1,1.9436939995973912
1301040,1,2.3109043090429013
2643572,1,1.6697064474783192
1421284,1,1.9775399322366147
3270325,1,2.25501346463083
3020151,1,2.2359210578220186
3028317,1,1.6850222898014582
3433246,1,2.208718606225296
3097726,1,2.0114057864479125
2835806,0,2.2751808338115236
417561,1,2.197292323121809
837806,0,2.1517469841311203
2449949,1,2.22801851376891
660072,0,2.1263924652933968
2540132,1,2.0091063649503575
1901509,0,2.166839858062138
2406888,0,1.9894656670194748
1024614,1,2.2758871406519976
755075,0,2.272052593939979
1714620,0,2.3177928180430794
1523560,0,1.9638495196315648
2238953,0,2.320465651148335
1986914,1,2.2345499778156297
347268,1,2.117265748975914
955787,0,2.4951122203991174
2594723,1,2.1146870675132408
307612,1,2.2869927287493015
3878299,1,2.011683550183997
3287183,1,1.6049172416668867
561884,1,2.1584308079723584
1604979,1,2.169672168546802
1095776,0,2.0987989821294386
2814303,0,2.2226945092987496
1602859,1,2.110225726644928
1568310,0,2.137998381572865
2567597,0,1.7790710725744119
2594822,1,2.372342957244333
3051424,1,2.1128172962375826
1454786,0,2.0637517260012537
3532017,1,1.8093145155793873
1513429,0,1.8549634930944627
629002,1,1.719461580757679
3730336,1,2.3811642891238303
1359880,1,1.5729385069813318
1364058,0,2.4407922288254955
2211012,1,1.568765193686835
352863,1,2.111568214066192
2933061,1,1.8564856816296393
2819121,1,2.042966404005435
1419959,0,2.0137398251630523
1873697,1,2.1197254979199256
2116336,0,2.2650958184615866
2887690,1,2.208212549050745
459794,1,2.096553453074041
814334,0,2.109781083898146
1217148,0,2.154152827552701
2629037,1,2.163715070390152
2013469,1,2.0789034862040188
1571294,0,2.0922618516439386
1609813,1,2.3488359194221196
2392818,1,1.9080959612233406
1942118,1,1.954358330041323
1156585,0,2.081759989051698
3701378,0,2.146670269474847
2620663,1,1.9511459558798334
1888534,0,2.012650110849534
933078,1,1.800854678541258
198315,1,2.25805523972606
1692410,1,2.0939748773221836
241836,0,2.045440379438931
2032178,0,1.8616979272109855
1487835,0,2.1459984803972985
2723873,0,2.325027647678793
1420411,1,1.5042281896175653
2555277,1,1.907925676570227
623405,1,1.9378398000501347
2242853,0,2.228803382577677
754966,0,2.119896886608178
331113,1,2.025414949974663
3245843,0,1.8502016052029224
3414404,1,1.7837699764311736
1943340,0,2.4248801662535193
251510,1,2.0675953347926885
933234,1,2.226623834061722
2438794,1,2.0811720804251044
1833496,0,2.0732910489944882
2194602,1,1.9044209018656397
1124431,0,2.2455230552703322
525747,0,1.9868186815073767
3905957,1,2.0498109052611135
1286360,0,2.3082569813888676
447937,0,2.569321926381609
2030831,0,2.5099911337260465
663502,0,2.2918906688765226
2422825,0,2.3658240047002472
3111026,0,2.035886597268351
1002442,1,2.2784983231300497
2408626,1,2.184019161861826
3903179,0,2.2606707258533802
1880949,0,2.18103616719381
445664,1,1.6626675084579676
3242326,1,1.7863999376049982
446304,0,1.9123411357509168
751853,0,2.239740102031113
1302455,0,2.6330156372780773
967098,1,2.057937287204571
3866744,1,2.1696705776666354
3101838,0,2.029828726993426
3788422,0,2.0785156950745924
3412940,1,2.258023217037498
1678302,0,2.2219357279463376
1089571,1,2.4439379540890815
1130729,0,2.2188245066527355
2155947,0,2.2253890515804184
2448150,1,2.04132801566935
2750138,0,2.075069606449913
2742593,1,1.900770477084082
3307442,0,1.975800985330389
2597703,1,2.290038153752412
756724,1,2.146401792088642
1861687,1,1.9061403923701528
2185898,1,2.0370514620208517
2186329,1,1.7244034822067986
1913087,1,1.7592203739919885
1460340,0,2.1290085789431705
2820617,1,1.801375529013651
476202,0,2.3780264267902025
1849393,1,2.0534197698201013
484953,0,2.3131640988445588
2775723,1,2.029108431278413
938062,0,2.082992213401061
1144120,0,2.478780970302131
3288712,0,2.392534676701841
3852950,1,1.5932879106989855
3507674,1,2.1460914369069646
1588637,0,2.1332662211875695
492379,1,2.219142025630396
3696679,1,2.0726519155303516
3917606,0,2.121145086792408
684662,0,2.365430784862088
3784694,1,2.073911066812516
420163,0,1.6983158130352534
2876539,1,1.8610494815362457
1140194,0,2.0405088156507385
1571782,1,2.1258947236270545
2686984,1,2.097577678436227
3788065,0,1.9986871398134285
641350,1,1.6856781794986255
3342462,0,2.5479736303410956
