sample_id,z,y
1624696,0,15.412616542957139
341861,0,15.752877096221235
713457,0,15.424728392210891
1353317,0,15.455952518748553
2459412,0,15.609934795737416
2972157,0,15.437044857153667
2946035,0,15.195841919630924
2948692,0,15.121033668851315
3547249,0,15.509489428686276
3277834,0,15.583333937359434
3105754,0,15.816548062381628
2248783,0,15.886890875457222
1304285,0,15.512452763952274
1150724,0,26.110499784391436
3809937,0,15.227442741783602
3310790,0,14.791919067446408
3137987,0,15.60826271705497
2719346,0,15.36781710111803
3278203,0,15.146399273635776
2539270,0,15.497287076365524
1571670,0,18.207191947571467
1845399,0,26.031429283234708
323016,0,15.649197588513545
247599,0,15.618946480678675
3521432,0,15.485227407274541
1973734,0,15.466193544757088
1711472,0,15.568718096955562
2257447,0,15.573787640230401
341098,0,15.434252208215543
2497639,0,15.468997716002548
3137579,0,16.065442664612522
3711697,0,15.52819624084694
1007744,0,16.05705850629252
1768329,0,15.065408597801525
1360366,0,15.473515745761642
2166298,0,15.297240080873022
961039,0,15.512298715143931
801553,0,15.95397686472376
1106785,0,25.89636828097427
1169117,0,26.790954572417576
1111179,0,26.161358906790834
211701,0,15.4938630276986
831390,0,15.560719409098597
3286659,0,15.800583460572486
471805,0,16.015401406976725
1958985,0,15.392480816686344
3271177,0,15.120437669522765
3393925,0,15.609202640328432
340325,0,15.155466872881858
574950,0,16.077015616384934
1218516,0,15.286997124217748
875570,0,15.059797848314888
3428636,0,15.252229953492627
1577733,0,15.479827704641918
2816379,0,15.456592515740425
3265183,0,15.701174525555379
2404792,0,15.408441448703204
2447797,0,15.163048596167638
2696568,0,15.393377300594327
286585,0,15.256513998943726
2807782,0,15.320330199222928
3301315,0,15.2773644039661
3113090,0,15.431895783899007
2815397,0,17.760703062826682
1808900,0,26.053272059058713
1079595,0,25.740326755316882
1328751,0,15.80836165219258
2251379,1,16.94953973338786
2196335,0,15.792212850309932
811399,1,16.917579143615185
3445668,0,15.489437781873614
1362723,0,15.561466297324293
1227812,0,15.626980407300547
1702059,0,15.113181429711045
2533342,0,15.635064554422893
730564,0,15.660035133414533
3299263,0,15.793594961446269
3096008,0,15.522257869919505
1609687,0,15.617861984769856
1304407,0,15.429438490210844
2760969,0,15.894854890326506
1639869,0,15.350944332570595
3030590,0,15.466203172622878
2503538,0,15.887486522580973
823510,0,16.15332491581664
2173124,0,15.75908521799717
943929,0,15.694398050410479
681280,0,15.80762982420235
3537389,0,15.476108869430854
2604654,0,15.38735677475232
1344714,0,15.34786803036796
1625816,1,17.05819803700965
3121988,0,15.55785221167442
1449865,0,14.920530086229535
1246552,0,14.947643166127177
2884489,0,15.814541146986599
3357349,0,15.925042634154885
3452398,0,15.672712649173631
982938,0,15.916668603036445
410131,0,15.710364756348755
1298775,0,15.353271281333363
860260,0,15.281819224032938
487392,0,15.475287567611613
3187202,0,15.586547574546268
1300562,0,15.100128280099982
719692,0,15.012191467840594
468809,0,15.380493585837616
2248250,0,15.619584284047876
947041,0,15.700715664530277
3380199,0,15.447895404771621
2239553,0,15.589594604332838
1855979,0,25.5211006688697
3853357,0,14.90486525651469
606397,0,15.253869089050214
2634859,0,15.437342954929877
1859934,0,25.708980873320943
3703172,0,16.08640744262865
1715475,0,15.18370660264765
3794162,0,15.651779516186872
541138,0,15.497051882118726
954297,0,15.237750100427416
2116760,0,15.771621417663212
1391220,0,15.167256905998434
980692,1,17.91453589305422
1916327,0,26.548639284267622
1692328,0,14.909166166935503
2621365,0,15.712539807202393
3298135,0,16.181081572039467
255690,0,15.596812828654578
1324144,0,15.525732394458249
3720619,0,15.585269917343238
467034,0,15.923126652489373
1367842,0,15.605196203035769
656592,0,15.06806720933383
574460,0,15.404950764387191
2595846,0,15.656549519026951
1010308,0,15.761582181076427
1619220,0,15.551279219064094
236266,0,15.661416457154525
1581696,0,16.798384507779385
905025,0,15.58316119391255
897790,0,15.312141200042676
2981693,0,15.36353514080931
1408201,0,15.745318835171306
3762473,0,15.315404010315167
1861904,0,26.0307966845407
918821,0,15.613735642768834
3347644,0,15.687036078168306
453602,0,15.41759443644059
1723994,0,16.22109390523969
671593,0,15.723566573802012
3756899,0,15.197313396785061
2486641,0,15.738734549071957
613341,0,15.772579796826474
2940408,0,15.51809072323074
2438796,1,16.66301985039518
2182978,0,15.469889397241133
2507102,0,15.64906957766159
2939732,0,15.19391819044841
2563204,0,15.230547355405017
3449593,0,15.45961820870487
3756119,0,15.140560016438428
1341977,0,15.832473469887235
3907585,0,15.214877070166835
906864,0,15.198700624515297
2245436,0,15.663914434924227
3674359,0,16.597747003259187
3038659,0,15.510949990345864
1336558,0,15.89182109806058
1811513,0,26.02208694524319
2996621,0,15.742435292279685
2660586,0,15.5567945759802
1959222,0,15.107346278519806
1870389,0,26.281356729807385
1045688,0,26.256547256949258
2501505,0,15.79756556547013
1090966,0,26.096894358314234
252331,1,16.30781591464628
3032320,0,15.559268836948842
1845246,0,26.122552923388273
2724871,0,16.646095389280283
