estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.246132588554258,0.213861105941688,0.284572466825967,1,auDRI,earth,2,4000,0.246961466678625,1
0.251606381686779,0.211352993134383,0.291859770239175,1,AIPW,earth,2,4000,0.246961466678625,1
0.239051517664306,0.198424569172934,0.275387845347018,2,auDRI,earth,2,4000,0.246961466678625,1
0.238976805099954,0.191417966941949,0.286535643257959,2,AIPW,earth,2,4000,0.246961466678625,1
0.255216921240879,0.226043985088196,0.282186331261578,3,auDRI,earth,2,4000,0.246961466678625,1
0.25374649221738,0.227044664525118,0.280448319909642,3,AIPW,earth,2,4000,0.246961466678625,1
0.250387450650594,0.214631325278226,0.288017511410009,1,auDRI,gam_1,2,4000,0.246961466678625,1
0.24866117758991,0.212238111784102,0.285084243395719,1,AIPW,gam_1,2,4000,0.246961466678625,1
0.245166542213273,0.207084539258035,0.28410152037786,2,auDRI,gam_1,2,4000,0.246961466678625,1
0.248043350133482,0.20380194745822,0.292284752808745,2,AIPW,gam_1,2,4000,0.246961466678625,1
0.245785045874008,0.218208251251529,0.27296664676342,3,auDRI,gam_1,2,4000,0.246961466678625,1
0.252132454212927,0.225536813015138,0.278728095410717,3,AIPW,gam_1,2,4000,0.246961466678625,1
0.238626421124546,0.203186372802982,0.277531138272594,1,auDRI,xgboost,2,4000,0.246961466678625,1
0.246510624050231,0.212525649944756,0.280495598155707,1,AIPW,xgboost,2,4000,0.246961466678625,1
0.242545751655837,0.205921047673321,0.285003941026412,2,auDRI,xgboost,2,4000,0.246961466678625,1
0.255631481234712,0.21567550693833,0.295587455531094,2,AIPW,xgboost,2,4000,0.246961466678625,1
0.257435445676548,0.225463986166287,0.285482046739622,3,auDRI,xgboost,2,4000,0.246961466678625,1
0.271922958791166,0.245255920810567,0.298589996771765,3,AIPW,xgboost,2,4000,0.246961466678625,1
0.24809334651594,0.212557972062462,0.284082274855507,1,auDRI,rf,2,4000,0.246961466678625,1
0.2459573123775,0.210218466983656,0.281696157771344,1,AIPW,rf,2,4000,0.246961466678625,1
0.249174212236126,0.210666527220157,0.287974904881851,2,auDRI,rf,2,4000,0.246961466678625,1
0.249918486425941,0.207398936759743,0.292438036092139,2,AIPW,rf,2,4000,0.246961466678625,1
0.259356465366933,0.228305794679599,0.290773653476047,3,auDRI,rf,2,4000,0.246961466678625,1
0.255480512437956,0.228711272468247,0.282249752407665,3,AIPW,rf,2,4000,0.246961466678625,1
0.252417510938741,0.216581412509358,0.28559433378899,1,auDRI,all,2,4000,0.246961466678625,1
0.250712847246636,0.2130164905431,0.288409203950171,1,AIPW,all,2,4000,0.246961466678625,1
0.246671412619813,0.20908644074703,0.28609332444488,2,auDRI,all,2,4000,0.246961466678625,1
0.245382499491821,0.199725461351555,0.291039537632087,2,AIPW,all,2,4000,0.246961466678625,1
0.24633671815033,0.217737898317962,0.272464294191802,3,auDRI,all,2,4000,0.246961466678625,1
0.24809257005908,0.221470863792722,0.274714276325438,3,AIPW,all,2,4000,0.246961466678625,1
0.218696705292909,0.184352841339075,0.257549217685586,1,auDRI,earth,2,4000,0.245812011829375,2
0.212438069346555,0.175131870446763,0.249744268246346,1,AIPW,earth,2,4000,0.245812011829375,2
0.219940267173512,0.179955619671678,0.256184050754595,2,auDRI,earth,2,4000,0.245812011829375,2
0.230873379371239,0.185284919233254,0.276461839509224,2,AIPW,earth,2,4000,0.245812011829375,2
0.228489844689209,0.19927349117664,0.260336148405542,3,auDRI,earth,2,4000,0.245812011829375,2
0.227887602554162,0.200508920096019,0.255266285012305,3,AIPW,earth,2,4000,0.245812011829375,2
0.21530280695801,0.179770441124675,0.249430297371914,1,auDRI,gam_1,2,4000,0.245812011829375,2
0.215878205567046,0.181009075686119,0.250747335447972,1,AIPW,gam_1,2,4000,0.245812011829375,2
0.21942741482368,0.180802255273717,0.258376291323269,2,auDRI,gam_1,2,4000,0.245812011829375,2
0.241019894501545,0.198341555619239,0.283698233383851,2,AIPW,gam_1,2,4000,0.245812011829375,2
0.223318775223563,0.194585566523251,0.256315307356609,3,auDRI,gam_1,2,4000,0.245812011829375,2
0.233922947080924,0.206620089212158,0.26122580494969,3,AIPW,gam_1,2,4000,0.245812011829375,2
