estimate,CI_left,CI_right,misp,estimator,lrnr,n,ATE,iter
0.0571375056679678,-0.00866996725385272,0.128162605994606,1,auDRI,kernel,1000,0.03803004,1
0.0571459047756269,-0.00635325725236257,0.120645066803616,1,AIPW,kernel,1000,0.03803004,1
0.0572338782065516,-0.00704377254423316,0.121511528957336,1,drtmle,kernel,1000,0.03803004,1
0.0563097812637447,-0.0121495205428337,0.127006055731053,2,auDRI,kernel,1000,0.03803004,1
0.070882624951857,-0.00597185728661172,0.147737107190326,2,AIPW,kernel,1000,0.03803004,1
0.08382996071904,0.0213218628077039,0.146338058630376,2,drtmle,kernel,1000,0.03803004,1
0.051603542060523,-0.00849394165719877,0.112508669567966,3,auDRI,kernel,1000,0.03803004,1
0.0712250178007469,0.017706532480558,0.124743503120936,3,AIPW,kernel,1000,0.03803004,1
0.0623236333370711,0.00138482049716466,0.123262446176978,3,drtmle,kernel,1000,0.03803004,1
0.0286936416876167,-0.0336174961503579,0.092710439297364,1,auDRI,kernel,1000,0.03803004,2
0.0320457505820217,-0.0320370848036903,0.0961285859677338,1,AIPW,kernel,1000,0.03803004,2
0.0290608536752345,-0.0344089463064509,0.0925306536569199,1,drtmle,kernel,1000,0.03803004,2
0.0284203883106362,-0.0350930463024752,0.0962058847920744,2,auDRI,kernel,1000,0.03803004,2
0.0369393700765848,-0.0395519646680738,0.113430704821243,2,AIPW,kernel,1000,0.03803004,2
0.0176984925420149,-0.0469621815477419,0.0823591666317718,2,drtmle,kernel,1000,0.03803004,2
0.0371623793242161,-0.0239816219621844,0.0981121741271505,3,auDRI,kernel,1000,0.03803004,2
0.0419792900362039,-0.0128820058285365,0.0968405859009443,3,AIPW,kernel,1000,0.03803004,2
0.0490764493301465,-0.0107979981011907,0.108950896761484,3,drtmle,kernel,1000,0.03803004,2
0.0350010040965712,-0.0262364885437819,0.099204113753027,1,auDRI,kernel,1000,0.03803004,3
0.0351194238128453,-0.0254753905765414,0.095714238202232,1,AIPW,kernel,1000,0.03803004,3
0.0356045977624522,-0.0262606289226987,0.0974698244476032,1,drtmle,kernel,1000,0.03803004,3
0.0350820010351667,-0.0290089095035344,0.101128370706794,2,auDRI,kernel,1000,0.03803004,3
0.0594413431293915,-0.0179558482016084,0.136838534460391,2,AIPW,kernel,1000,0.03803004,3
