x.V1,x.V2,x.V3,x.V4,x.V5,x.V6,x.V7,x.V8,x.V9,x.V10,x.V11,x.V12,x.V13,x.V14,x.V15,x.V16,x.V17,t,y,ate.V1
1.07934372327941,0.101834987792054,0,0,0,0,-1.14741062723964,-1.11046744653279,1.00954983197677,0.901647677453294,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
-0.426101443815403,0.101834987792054,1,0,1,0,-1.14741062723964,-1.11046744653279,-0.510780267213001,-0.556033221071738,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
2.02024695271367,0.101834987792054,0,0,1,0,-1.14741062723964,-1.11046744653279,2.30288620107918,2.56791120455017,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
2.1143372756571,0.101834987792054,0,1,1,0,-1.14741062723964,-1.11046744653279,2.4467368788671,2.77333558598293,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,1,0,0,0.0779401861754804
1.36161469210969,0.101834987792054,0,0,1,0,-1.14741062723964,-1.11046744653279,1.36983639194101,1.33133065865914,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
1.64388566093997,0.101834987792054,1,0,1,0,-1.14741062723964,-1.11046744653279,1.75387810970509,1.81952189708375,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
-0.896553058532533,0.101834987792054,1,0,0,0,-1.14741062723964,-1.11046744653279,-0.847311669377403,-0.781605836077865,-0.0225022892121117,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,1,0.0779401861754804
1.54979533799654,0.783280781100547,0,0,1,0,-1.14741062723964,-1.11046744653279,1.62322474180597,1.65006003781854,0.743584615264803,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
0.138440493845153,0.783280781100547,1,0,1,0,-1.14741062723964,-1.11046744653279,-0.0198403393496382,-0.156019320654127,0.743584615264803,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,0,0.0779401861754804
0.138440493845153,1.46472657440904,0,0,1,0,-1.14741062723964,-1.11046744653279,-0.0198403393496382,-0.156019320654127,1.6275310435074,-0.558056848368211,-0.518815062996728,1,1,-0.979981125445663,0,0,1,0.0779401861754804
